timestamp,nodeid,dt,datetime
1582920,19,1970-01-19 07:42:00,1970-01-19 07:42:00
1582980,14,1970-01-19 07:43:00,1970-01-19 07:43:00
1582980,16,1970-01-19 07:43:00,1970-01-19 07:43:00
1582980,25,1970-01-19 07:43:00,1970-01-19 07:43:00
1583010,13,1970-01-19 07:43:30,1970-01-19 07:43:30
1583010,17,1970-01-19 07:43:30,1970-01-19 07:43:30
1583040,12,1970-01-19 07:44:00,1970-01-19 07:44:00
1583040,16,1970-01-19 07:44:00,1970-01-19 07:44:00
1583040,17,1970-01-19 07:44:00,1970-01-19 07:44:00
1583100,17,1970-01-19 07:45:00,1970-01-19 07:45:00
1583100,19,1970-01-19 07:45:00,1970-01-19 07:45:00
1583130,17,1970-01-19 07:45:30,1970-01-19 07:45:30
1583130,22,1970-01-19 07:45:30,1970-01-19 07:45:30
1583250,17,1970-01-19 07:47:30,1970-01-19 07:47:30
1583250,22,1970-01-19 07:47:30,1970-01-19 07:47:30
1583280,13,1970-01-19 07:48:00,1970-01-19 07:48:00
1583280,17,1970-01-19 07:48:00,1970-01-19 07:48:00
1583280,19,1970-01-19 07:48:00,1970-01-19 07:48:00
1583280,22,1970-01-19 07:48:00,1970-01-19 07:48:00
1583310,25,1970-01-19 07:48:30,1970-01-19 07:48:30
1583370,13,1970-01-19 07:49:30,1970-01-19 07:49:30
1583370,16,1970-01-19 07:49:30,1970-01-19 07:49:30
1583370,21,1970-01-19 07:49:30,1970-01-19 07:49:30
1583400,16,1970-01-19 07:50:00,1970-01-19 07:50:00
1583400,19,1970-01-19 07:50:00,1970-01-19 07:50:00
1583400,21,1970-01-19 07:50:00,1970-01-19 07:50:00
1583490,16,1970-01-19 07:51:30,1970-01-19 07:51:30
1583520,12,1970-01-19 07:52:00,1970-01-19 07:52:00
1583520,16,1970-01-19 07:52:00,1970-01-19 07:52:00
1583520,17,1970-01-19 07:52:00,1970-01-19 07:52:00
1583520,19,1970-01-19 07:52:00,1970-01-19 07:52:00
1583520,21,1970-01-19 07:52:00,1970-01-19 07:52:00
1583520,22,1970-01-19 07:52:00,1970-01-19 07:52:00
1583550,13,1970-01-19 07:52:30,1970-01-19 07:52:30
1583550,17,1970-01-19 07:52:30,1970-01-19 07:52:30
1583550,19,1970-01-19 07:52:30,1970-01-19 07:52:30
1583580,11,1970-01-19 07:53:00,1970-01-19 07:53:00
1583580,17,1970-01-19 07:53:00,1970-01-19 07:53:00
1583580,21,1970-01-19 07:53:00,1970-01-19 07:53:00
1583610,16,1970-01-19 07:53:30,1970-01-19 07:53:30
1583610,17,1970-01-19 07:53:30,1970-01-19 07:53:30
1583610,22,1970-01-19 07:53:30,1970-01-19 07:53:30
1583790,17,1970-01-19 07:56:30,1970-01-19 07:56:30
1583790,21,1970-01-19 07:56:30,1970-01-19 07:56:30
1583790,22,1970-01-19 07:56:30,1970-01-19 07:56:30
1583850,16,1970-01-19 07:57:30,1970-01-19 07:57:30
1583880,16,1970-01-19 07:58:00,1970-01-19 07:58:00
1583910,16,1970-01-19 07:58:30,1970-01-19 07:58:30
1584060,13,1970-01-19 08:01:00,1970-01-19 08:01:00
1584060,17,1970-01-19 08:01:00,1970-01-19 08:01:00
1584060,19,1970-01-19 08:01:00,1970-01-19 08:01:00
1584060,21,1970-01-19 08:01:00,1970-01-19 08:01:00
1584060,22,1970-01-19 08:01:00,1970-01-19 08:01:00
1584150,16,1970-01-19 08:02:30,1970-01-19 08:02:30
1584240,13,1970-01-19 08:04:00,1970-01-19 08:04:00
1584240,16,1970-01-19 08:04:00,1970-01-19 08:04:00
1584240,25,1970-01-19 08:04:00,1970-01-19 08:04:00
1584300,14,1970-01-19 08:05:00,1970-01-19 08:05:00
1584300,16,1970-01-19 08:05:00,1970-01-19 08:05:00
1584300,17,1970-01-19 08:05:00,1970-01-19 08:05:00
1584390,11,1970-01-19 08:06:30,1970-01-19 08:06:30
1584390,14,1970-01-19 08:06:30,1970-01-19 08:06:30
1584390,16,1970-01-19 08:06:30,1970-01-19 08:06:30
1584420,16,1970-01-19 08:07:00,1970-01-19 08:07:00
1584420,21,1970-01-19 08:07:00,1970-01-19 08:07:00
1584450,17,1970-01-19 08:07:30,1970-01-19 08:07:30
1584450,21,1970-01-19 08:07:30,1970-01-19 08:07:30
1584450,22,1970-01-19 08:07:30,1970-01-19 08:07:30
1584540,17,1970-01-19 08:09:00,1970-01-19 08:09:00
1584570,17,1970-01-19 08:09:30,1970-01-19 08:09:30
1584570,21,1970-01-19 08:09:30,1970-01-19 08:09:30
1584570,22,1970-01-19 08:09:30,1970-01-19 08:09:30
1584600,13,1970-01-19 08:10:00,1970-01-19 08:10:00
1584600,14,1970-01-19 08:10:00,1970-01-19 08:10:00
1584600,16,1970-01-19 08:10:00,1970-01-19 08:10:00
1584600,17,1970-01-19 08:10:00,1970-01-19 08:10:00
1584660,13,1970-01-19 08:11:00,1970-01-19 08:11:00
1584660,16,1970-01-19 08:11:00,1970-01-19 08:11:00
1584690,13,1970-01-19 08:11:30,1970-01-19 08:11:30
1584690,14,1970-01-19 08:11:30,1970-01-19 08:11:30
1584690,17,1970-01-19 08:11:30,1970-01-19 08:11:30
1584690,19,1970-01-19 08:11:30,1970-01-19 08:11:30
1584720,17,1970-01-19 08:12:00,1970-01-19 08:12:00
1584720,25,1970-01-19 08:12:00,1970-01-19 08:12:00
1584750,17,1970-01-19 08:12:30,1970-01-19 08:12:30
1584780,17,1970-01-19 08:13:00,1970-01-19 08:13:00
1584780,22,1970-01-19 08:13:00,1970-01-19 08:13:00
1584810,16,1970-01-19 08:13:30,1970-01-19 08:13:30
1584810,21,1970-01-19 08:13:30,1970-01-19 08:13:30
1584870,17,1970-01-19 08:14:30,1970-01-19 08:14:30
1584870,19,1970-01-19 08:14:30,1970-01-19 08:14:30
1585020,13,1970-01-19 08:17:00,1970-01-19 08:17:00
1585020,17,1970-01-19 08:17:00,1970-01-19 08:17:00
1585020,21,1970-01-19 08:17:00,1970-01-19 08:17:00
1585020,22,1970-01-19 08:17:00,1970-01-19 08:17:00
1585050,11,1970-01-19 08:17:30,1970-01-19 08:17:30
1585050,17,1970-01-19 08:17:30,1970-01-19 08:17:30
1585050,21,1970-01-19 08:17:30,1970-01-19 08:17:30
1585080,11,1970-01-19 08:18:00,1970-01-19 08:18:00
1585080,16,1970-01-19 08:18:00,1970-01-19 08:18:00
1585080,17,1970-01-19 08:18:00,1970-01-19 08:18:00
1585080,21,1970-01-19 08:18:00,1970-01-19 08:18:00
1585140,25,1970-01-19 08:19:00,1970-01-19 08:19:00
1585170,17,1970-01-19 08:19:30,1970-01-19 08:19:30
1585170,21,1970-01-19 08:19:30,1970-01-19 08:19:30
1585170,22,1970-01-19 08:19:30,1970-01-19 08:19:30
1585200,17,1970-01-19 08:20:00,1970-01-19 08:20:00
1585260,17,1970-01-19 08:21:00,1970-01-19 08:21:00
1585260,21,1970-01-19 08:21:00,1970-01-19 08:21:00
1585320,11,1970-01-19 08:22:00,1970-01-19 08:22:00
1585320,17,1970-01-19 08:22:00,1970-01-19 08:22:00
1585320,21,1970-01-19 08:22:00,1970-01-19 08:22:00
1585530,11,1970-01-19 08:25:30,1970-01-19 08:25:30
1585530,16,1970-01-19 08:25:30,1970-01-19 08:25:30
1585560,12,1970-01-19 08:26:00,1970-01-19 08:26:00
1585560,16,1970-01-19 08:26:00,1970-01-19 08:26:00
1585560,17,1970-01-19 08:26:00,1970-01-19 08:26:00
1585560,22,1970-01-19 08:26:00,1970-01-19 08:26:00
1585590,17,1970-01-19 08:26:30,1970-01-19 08:26:30
1585590,19,1970-01-19 08:26:30,1970-01-19 08:26:30
1585650,11,1970-01-19 08:27:30,1970-01-19 08:27:30
1585650,12,1970-01-19 08:27:30,1970-01-19 08:27:30
1585650,16,1970-01-19 08:27:30,1970-01-19 08:27:30
1585650,19,1970-01-19 08:27:30,1970-01-19 08:27:30
1585710,17,1970-01-19 08:28:30,1970-01-19 08:28:30
1585710,21,1970-01-19 08:28:30,1970-01-19 08:28:30
1585710,22,1970-01-19 08:28:30,1970-01-19 08:28:30
1585740,17,1970-01-19 08:29:00,1970-01-19 08:29:00
1585740,22,1970-01-19 08:29:00,1970-01-19 08:29:00
1585800,16,1970-01-19 08:30:00,1970-01-19 08:30:00
1585800,19,1970-01-19 08:30:00,1970-01-19 08:30:00
1585830,17,1970-01-19 08:30:30,1970-01-19 08:30:30
1585860,16,1970-01-19 08:31:00,1970-01-19 08:31:00
1585860,19,1970-01-19 08:31:00,1970-01-19 08:31:00
1585890,17,1970-01-19 08:31:30,1970-01-19 08:31:30
1585890,19,1970-01-19 08:31:30,1970-01-19 08:31:30
1585920,16,1970-01-19 08:32:00,1970-01-19 08:32:00
1585950,13,1970-01-19 08:32:30,1970-01-19 08:32:30
1585950,16,1970-01-19 08:32:30,1970-01-19 08:32:30
1585980,11,1970-01-19 08:33:00,1970-01-19 08:33:00
1585980,17,1970-01-19 08:33:00,1970-01-19 08:33:00
1585980,19,1970-01-19 08:33:00,1970-01-19 08:33:00
1586040,11,1970-01-19 08:34:00,1970-01-19 08:34:00
1586040,17,1970-01-19 08:34:00,1970-01-19 08:34:00
1586100,16,1970-01-19 08:35:00,1970-01-19 08:35:00
1586160,14,1970-01-19 08:36:00,1970-01-19 08:36:00
1586160,16,1970-01-19 08:36:00,1970-01-19 08:36:00
1586160,19,1970-01-19 08:36:00,1970-01-19 08:36:00
1586190,11,1970-01-19 08:36:30,1970-01-19 08:36:30
1586190,12,1970-01-19 08:36:30,1970-01-19 08:36:30
1586190,16,1970-01-19 08:36:30,1970-01-19 08:36:30
1586190,19,1970-01-19 08:36:30,1970-01-19 08:36:30
1586190,21,1970-01-19 08:36:30,1970-01-19 08:36:30
1586280,16,1970-01-19 08:38:00,1970-01-19 08:38:00
1586280,17,1970-01-19 08:38:00,1970-01-19 08:38:00
1586280,19,1970-01-19 08:38:00,1970-01-19 08:38:00
1586280,22,1970-01-19 08:38:00,1970-01-19 08:38:00
1586400,13,1970-01-19 08:40:00,1970-01-19 08:40:00
1586400,16,1970-01-19 08:40:00,1970-01-19 08:40:00
1586460,13,1970-01-19 08:41:00,1970-01-19 08:41:00
1586460,17,1970-01-19 08:41:00,1970-01-19 08:41:00
1586460,19,1970-01-19 08:41:00,1970-01-19 08:41:00
1586460,25,1970-01-19 08:41:00,1970-01-19 08:41:00
1586520,11,1970-01-19 08:42:00,1970-01-19 08:42:00
1586520,16,1970-01-19 08:42:00,1970-01-19 08:42:00
1586520,19,1970-01-19 08:42:00,1970-01-19 08:42:00
1586550,17,1970-01-19 08:42:30,1970-01-19 08:42:30
1586760,14,1970-01-19 08:46:00,1970-01-19 08:46:00
1586760,16,1970-01-19 08:46:00,1970-01-19 08:46:00
1586820,14,1970-01-19 08:47:00,1970-01-19 08:47:00
1586820,17,1970-01-19 08:47:00,1970-01-19 08:47:00
1586820,19,1970-01-19 08:47:00,1970-01-19 08:47:00
1586820,23,1970-01-19 08:47:00,1970-01-19 08:47:00
1586880,14,1970-01-19 08:48:00,1970-01-19 08:48:00
1586880,17,1970-01-19 08:48:00,1970-01-19 08:48:00
1586880,21,1970-01-19 08:48:00,1970-01-19 08:48:00
1586940,16,1970-01-19 08:49:00,1970-01-19 08:49:00
1586940,19,1970-01-19 08:49:00,1970-01-19 08:49:00
1587000,16,1970-01-19 08:50:00,1970-01-19 08:50:00
1587000,21,1970-01-19 08:50:00,1970-01-19 08:50:00
1587030,14,1970-01-19 08:50:30,1970-01-19 08:50:30
1587030,16,1970-01-19 08:50:30,1970-01-19 08:50:30
1587030,19,1970-01-19 08:50:30,1970-01-19 08:50:30
1587060,14,1970-01-19 08:51:00,1970-01-19 08:51:00
1587060,16,1970-01-19 08:51:00,1970-01-19 08:51:00
1587060,17,1970-01-19 08:51:00,1970-01-19 08:51:00
1587060,22,1970-01-19 08:51:00,1970-01-19 08:51:00
1587090,16,1970-01-19 08:51:30,1970-01-19 08:51:30
1587120,16,1970-01-19 08:52:00,1970-01-19 08:52:00
1587120,19,1970-01-19 08:52:00,1970-01-19 08:52:00
1587330,16,1970-01-19 08:55:30,1970-01-19 08:55:30
1587330,17,1970-01-19 08:55:30,1970-01-19 08:55:30
1587330,19,1970-01-19 08:55:30,1970-01-19 08:55:30
1587330,22,1970-01-19 08:55:30,1970-01-19 08:55:30
1587360,17,1970-01-19 08:56:00,1970-01-19 08:56:00
1587360,21,1970-01-19 08:56:00,1970-01-19 08:56:00
1587390,14,1970-01-19 08:56:30,1970-01-19 08:56:30
1587390,17,1970-01-19 08:56:30,1970-01-19 08:56:30
1587390,21,1970-01-19 08:56:30,1970-01-19 08:56:30
1587450,11,1970-01-19 08:57:30,1970-01-19 08:57:30
1587450,14,1970-01-19 08:57:30,1970-01-19 08:57:30
1587450,16,1970-01-19 08:57:30,1970-01-19 08:57:30
1587450,19,1970-01-19 08:57:30,1970-01-19 08:57:30
1587540,11,1970-01-19 08:59:00,1970-01-19 08:59:00
1587540,17,1970-01-19 08:59:00,1970-01-19 08:59:00
1587540,25,1970-01-19 08:59:00,1970-01-19 08:59:00
1587600,16,1970-01-19 09:00:00,1970-01-19 09:00:00
1587600,17,1970-01-19 09:00:00,1970-01-19 09:00:00
1587600,19,1970-01-19 09:00:00,1970-01-19 09:00:00
1587630,14,1970-01-19 09:00:30,1970-01-19 09:00:30
1587630,17,1970-01-19 09:00:30,1970-01-19 09:00:30
1587630,21,1970-01-19 09:00:30,1970-01-19 09:00:30
1587660,11,1970-01-19 09:01:00,1970-01-19 09:01:00
1587660,14,1970-01-19 09:01:00,1970-01-19 09:01:00
1587660,16,1970-01-19 09:01:00,1970-01-19 09:01:00
1587660,19,1970-01-19 09:01:00,1970-01-19 09:01:00
1587720,16,1970-01-19 09:02:00,1970-01-19 09:02:00
1587750,17,1970-01-19 09:02:30,1970-01-19 09:02:30
1587750,23,1970-01-19 09:02:30,1970-01-19 09:02:30
1587780,14,1970-01-19 09:03:00,1970-01-19 09:03:00
1587780,17,1970-01-19 09:03:00,1970-01-19 09:03:00
1587780,21,1970-01-19 09:03:00,1970-01-19 09:03:00
1587810,16,1970-01-19 09:03:30,1970-01-19 09:03:30
1587810,17,1970-01-19 09:03:30,1970-01-19 09:03:30
1587810,19,1970-01-19 09:03:30,1970-01-19 09:03:30
1587810,23,1970-01-19 09:03:30,1970-01-19 09:03:30
1587870,17,1970-01-19 09:04:30,1970-01-19 09:04:30
1587870,19,1970-01-19 09:04:30,1970-01-19 09:04:30
1587870,21,1970-01-19 09:04:30,1970-01-19 09:04:30
1587900,13,1970-01-19 09:05:00,1970-01-19 09:05:00
1587900,17,1970-01-19 09:05:00,1970-01-19 09:05:00
1587900,19,1970-01-19 09:05:00,1970-01-19 09:05:00
1587900,21,1970-01-19 09:05:00,1970-01-19 09:05:00
1587930,16,1970-01-19 09:05:30,1970-01-19 09:05:30
1587930,17,1970-01-19 09:05:30,1970-01-19 09:05:30
1587930,19,1970-01-19 09:05:30,1970-01-19 09:05:30
1587930,25,1970-01-19 09:05:30,1970-01-19 09:05:30
1587960,17,1970-01-19 09:06:00,1970-01-19 09:06:00
1587960,21,1970-01-19 09:06:00,1970-01-19 09:06:00
1587960,22,1970-01-19 09:06:00,1970-01-19 09:06:00
1587990,17,1970-01-19 09:06:30,1970-01-19 09:06:30
1587990,19,1970-01-19 09:06:30,1970-01-19 09:06:30
1588020,13,1970-01-19 09:07:00,1970-01-19 09:07:00
1588020,14,1970-01-19 09:07:00,1970-01-19 09:07:00
1588020,17,1970-01-19 09:07:00,1970-01-19 09:07:00
1588020,22,1970-01-19 09:07:00,1970-01-19 09:07:00
1588020,25,1970-01-19 09:07:00,1970-01-19 09:07:00
1588050,11,1970-01-19 09:07:30,1970-01-19 09:07:30
1588050,14,1970-01-19 09:07:30,1970-01-19 09:07:30
1588050,16,1970-01-19 09:07:30,1970-01-19 09:07:30
1588050,19,1970-01-19 09:07:30,1970-01-19 09:07:30
1588110,17,1970-01-19 09:08:30,1970-01-19 09:08:30
1588110,21,1970-01-19 09:08:30,1970-01-19 09:08:30
1588110,22,1970-01-19 09:08:30,1970-01-19 09:08:30
1588140,14,1970-01-19 09:09:00,1970-01-19 09:09:00
1588140,17,1970-01-19 09:09:00,1970-01-19 09:09:00
1588140,22,1970-01-19 09:09:00,1970-01-19 09:09:00
1588170,16,1970-01-19 09:09:30,1970-01-19 09:09:30
1588170,17,1970-01-19 09:09:30,1970-01-19 09:09:30
1588230,13,1970-01-19 09:10:30,1970-01-19 09:10:30
1588230,17,1970-01-19 09:10:30,1970-01-19 09:10:30
1588230,22,1970-01-19 09:10:30,1970-01-19 09:10:30
1588260,17,1970-01-19 09:11:00,1970-01-19 09:11:00
1588260,21,1970-01-19 09:11:00,1970-01-19 09:11:00
1588260,25,1970-01-19 09:11:00,1970-01-19 09:11:00
1588290,13,1970-01-19 09:11:30,1970-01-19 09:11:30
1588290,14,1970-01-19 09:11:30,1970-01-19 09:11:30
1588290,16,1970-01-19 09:11:30,1970-01-19 09:11:30
1588320,17,1970-01-19 09:12:00,1970-01-19 09:12:00
1588320,25,1970-01-19 09:12:00,1970-01-19 09:12:00
1588350,12,1970-01-19 09:12:30,1970-01-19 09:12:30
1588350,16,1970-01-19 09:12:30,1970-01-19 09:12:30
1588380,17,1970-01-19 09:13:00,1970-01-19 09:13:00
1588410,11,1970-01-19 09:13:30,1970-01-19 09:13:30
1588410,14,1970-01-19 09:13:30,1970-01-19 09:13:30
1588410,16,1970-01-19 09:13:30,1970-01-19 09:13:30
1588410,19,1970-01-19 09:13:30,1970-01-19 09:13:30
1588440,12,1970-01-19 09:14:00,1970-01-19 09:14:00
1588440,13,1970-01-19 09:14:00,1970-01-19 09:14:00
1588440,16,1970-01-19 09:14:00,1970-01-19 09:14:00
1588470,13,1970-01-19 09:14:30,1970-01-19 09:14:30
1588470,16,1970-01-19 09:14:30,1970-01-19 09:14:30
1588470,19,1970-01-19 09:14:30,1970-01-19 09:14:30
1588500,13,1970-01-19 09:15:00,1970-01-19 09:15:00
1588500,14,1970-01-19 09:15:00,1970-01-19 09:15:00
1588500,16,1970-01-19 09:15:00,1970-01-19 09:15:00
1588500,17,1970-01-19 09:15:00,1970-01-19 09:15:00
1588500,19,1970-01-19 09:15:00,1970-01-19 09:15:00
1588500,22,1970-01-19 09:15:00,1970-01-19 09:15:00
1588530,11,1970-01-19 09:15:30,1970-01-19 09:15:30
1588530,17,1970-01-19 09:15:30,1970-01-19 09:15:30
1588590,14,1970-01-19 09:16:30,1970-01-19 09:16:30
1588590,17,1970-01-19 09:16:30,1970-01-19 09:16:30
1588590,21,1970-01-19 09:16:30,1970-01-19 09:16:30
1588590,22,1970-01-19 09:16:30,1970-01-19 09:16:30
1588650,11,1970-01-19 09:17:30,1970-01-19 09:17:30
1588650,17,1970-01-19 09:17:30,1970-01-19 09:17:30
1588650,19,1970-01-19 09:17:30,1970-01-19 09:17:30
1588650,21,1970-01-19 09:17:30,1970-01-19 09:17:30
1588710,16,1970-01-19 09:18:30,1970-01-19 09:18:30
1588770,13,1970-01-19 09:19:30,1970-01-19 09:19:30
1588770,16,1970-01-19 09:19:30,1970-01-19 09:19:30
1588920,17,1970-01-19 09:22:00,1970-01-19 09:22:00
1588920,25,1970-01-19 09:22:00,1970-01-19 09:22:00
1588950,16,1970-01-19 09:22:30,1970-01-19 09:22:30
1589010,16,1970-01-19 09:23:30,1970-01-19 09:23:30
1589010,19,1970-01-19 09:23:30,1970-01-19 09:23:30
1589130,11,1970-01-19 09:25:30,1970-01-19 09:25:30
1589130,14,1970-01-19 09:25:30,1970-01-19 09:25:30
1589130,16,1970-01-19 09:25:30,1970-01-19 09:25:30
1589130,17,1970-01-19 09:25:30,1970-01-19 09:25:30
1589130,22,1970-01-19 09:25:30,1970-01-19 09:25:30
1589160,14,1970-01-19 09:26:00,1970-01-19 09:26:00
1589160,16,1970-01-19 09:26:00,1970-01-19 09:26:00
1589160,21,1970-01-19 09:26:00,1970-01-19 09:26:00
1589190,25,1970-01-19 09:26:30,1970-01-19 09:26:30
1589220,17,1970-01-19 09:27:00,1970-01-19 09:27:00
1589220,23,1970-01-19 09:27:00,1970-01-19 09:27:00
1589310,17,1970-01-19 09:28:30,1970-01-19 09:28:30
1589310,22,1970-01-19 09:28:30,1970-01-19 09:28:30
1589340,13,1970-01-19 09:29:00,1970-01-19 09:29:00
1589340,17,1970-01-19 09:29:00,1970-01-19 09:29:00
1589340,19,1970-01-19 09:29:00,1970-01-19 09:29:00
1589400,12,1970-01-19 09:30:00,1970-01-19 09:30:00
1589400,14,1970-01-19 09:30:00,1970-01-19 09:30:00
1589400,16,1970-01-19 09:30:00,1970-01-19 09:30:00
1589400,17,1970-01-19 09:30:00,1970-01-19 09:30:00
1589400,19,1970-01-19 09:30:00,1970-01-19 09:30:00
1589400,21,1970-01-19 09:30:00,1970-01-19 09:30:00
1589490,11,1970-01-19 09:31:30,1970-01-19 09:31:30
1589490,16,1970-01-19 09:31:30,1970-01-19 09:31:30
1589520,16,1970-01-19 09:32:00,1970-01-19 09:32:00
1589520,17,1970-01-19 09:32:00,1970-01-19 09:32:00
1589520,21,1970-01-19 09:32:00,1970-01-19 09:32:00
1589520,22,1970-01-19 09:32:00,1970-01-19 09:32:00
1589550,13,1970-01-19 09:32:30,1970-01-19 09:32:30
1589550,14,1970-01-19 09:32:30,1970-01-19 09:32:30
1589550,16,1970-01-19 09:32:30,1970-01-19 09:32:30
1589790,14,1970-01-19 09:36:30,1970-01-19 09:36:30
1589790,16,1970-01-19 09:36:30,1970-01-19 09:36:30
1589820,13,1970-01-19 09:37:00,1970-01-19 09:37:00
1589820,14,1970-01-19 09:37:00,1970-01-19 09:37:00
1589820,16,1970-01-19 09:37:00,1970-01-19 09:37:00
1589880,14,1970-01-19 09:38:00,1970-01-19 09:38:00
1589880,16,1970-01-19 09:38:00,1970-01-19 09:38:00
1589880,17,1970-01-19 09:38:00,1970-01-19 09:38:00
1589880,22,1970-01-19 09:38:00,1970-01-19 09:38:00
1589940,13,1970-01-19 09:39:00,1970-01-19 09:39:00
1589940,16,1970-01-19 09:39:00,1970-01-19 09:39:00
1589940,49,1970-01-19 09:39:00,1970-01-19 09:39:00
1590000,14,1970-01-19 09:40:00,1970-01-19 09:40:00
1590000,17,1970-01-19 09:40:00,1970-01-19 09:40:00
1590000,19,1970-01-19 09:40:00,1970-01-19 09:40:00
1590000,21,1970-01-19 09:40:00,1970-01-19 09:40:00
1590000,22,1970-01-19 09:40:00,1970-01-19 09:40:00
1590060,17,1970-01-19 09:41:00,1970-01-19 09:41:00
1590150,13,1970-01-19 09:42:30,1970-01-19 09:42:30
1590150,14,1970-01-19 09:42:30,1970-01-19 09:42:30
1590150,17,1970-01-19 09:42:30,1970-01-19 09:42:30
1590180,11,1970-01-19 09:43:00,1970-01-19 09:43:00
1590180,16,1970-01-19 09:43:00,1970-01-19 09:43:00
1590180,19,1970-01-19 09:43:00,1970-01-19 09:43:00
1590210,16,1970-01-19 09:43:30,1970-01-19 09:43:30
1590270,25,1970-01-19 09:44:30,1970-01-19 09:44:30
1590300,14,1970-01-19 09:45:00,1970-01-19 09:45:00
1590300,16,1970-01-19 09:45:00,1970-01-19 09:45:00
1590330,14,1970-01-19 09:45:30,1970-01-19 09:45:30
1590330,17,1970-01-19 09:45:30,1970-01-19 09:45:30
1590330,21,1970-01-19 09:45:30,1970-01-19 09:45:30
1590420,17,1970-01-19 09:47:00,1970-01-19 09:47:00
1590540,16,1970-01-19 09:49:00,1970-01-19 09:49:00
1590570,17,1970-01-19 09:49:30,1970-01-19 09:49:30
1590570,19,1970-01-19 09:49:30,1970-01-19 09:49:30
1590570,21,1970-01-19 09:49:30,1970-01-19 09:49:30
1590630,17,1970-01-19 09:50:30,1970-01-19 09:50:30
1590630,19,1970-01-19 09:50:30,1970-01-19 09:50:30
1590660,16,1970-01-19 09:51:00,1970-01-19 09:51:00
1590660,19,1970-01-19 09:51:00,1970-01-19 09:51:00
1590660,47,1970-01-19 09:51:00,1970-01-19 09:51:00
1590720,17,1970-01-19 09:52:00,1970-01-19 09:52:00
1590720,21,1970-01-19 09:52:00,1970-01-19 09:52:00
1590720,22,1970-01-19 09:52:00,1970-01-19 09:52:00
1590840,12,1970-01-19 09:54:00,1970-01-19 09:54:00
1590840,14,1970-01-19 09:54:00,1970-01-19 09:54:00
1590840,16,1970-01-19 09:54:00,1970-01-19 09:54:00
1590840,21,1970-01-19 09:54:00,1970-01-19 09:54:00
1590870,16,1970-01-19 09:54:30,1970-01-19 09:54:30
1590930,13,1970-01-19 09:55:30,1970-01-19 09:55:30
1590930,17,1970-01-19 09:55:30,1970-01-19 09:55:30
1590930,21,1970-01-19 09:55:30,1970-01-19 09:55:30
1590960,11,1970-01-19 09:56:00,1970-01-19 09:56:00
1590960,17,1970-01-19 09:56:00,1970-01-19 09:56:00
1590960,19,1970-01-19 09:56:00,1970-01-19 09:56:00
1590960,21,1970-01-19 09:56:00,1970-01-19 09:56:00
1590960,25,1970-01-19 09:56:00,1970-01-19 09:56:00
1591050,13,1970-01-19 09:57:30,1970-01-19 09:57:30
1591050,16,1970-01-19 09:57:30,1970-01-19 09:57:30
1591050,17,1970-01-19 09:57:30,1970-01-19 09:57:30
1591050,49,1970-01-19 09:57:30,1970-01-19 09:57:30
1591110,17,1970-01-19 09:58:30,1970-01-19 09:58:30
1591110,22,1970-01-19 09:58:30,1970-01-19 09:58:30
1591200,17,1970-01-19 10:00:00,1970-01-19 10:00:00
1591260,17,1970-01-19 10:01:00,1970-01-19 10:01:00
1591260,19,1970-01-19 10:01:00,1970-01-19 10:01:00
1591290,17,1970-01-19 10:01:30,1970-01-19 10:01:30
1591290,21,1970-01-19 10:01:30,1970-01-19 10:01:30
1591350,16,1970-01-19 10:02:30,1970-01-19 10:02:30
1591410,17,1970-01-19 10:03:30,1970-01-19 10:03:30
1591470,11,1970-01-19 10:04:30,1970-01-19 10:04:30
1591470,17,1970-01-19 10:04:30,1970-01-19 10:04:30
1591500,16,1970-01-19 10:05:00,1970-01-19 10:05:00
1591530,25,1970-01-19 10:05:30,1970-01-19 10:05:30
1591560,13,1970-01-19 10:06:00,1970-01-19 10:06:00
1591560,14,1970-01-19 10:06:00,1970-01-19 10:06:00
1591560,17,1970-01-19 10:06:00,1970-01-19 10:06:00
1591560,22,1970-01-19 10:06:00,1970-01-19 10:06:00
1591590,13,1970-01-19 10:06:30,1970-01-19 10:06:30
1591590,16,1970-01-19 10:06:30,1970-01-19 10:06:30
1591590,19,1970-01-19 10:06:30,1970-01-19 10:06:30
1591620,14,1970-01-19 10:07:00,1970-01-19 10:07:00
1591620,16,1970-01-19 10:07:00,1970-01-19 10:07:00
1591620,17,1970-01-19 10:07:00,1970-01-19 10:07:00
1591680,14,1970-01-19 10:08:00,1970-01-19 10:08:00
1591680,16,1970-01-19 10:08:00,1970-01-19 10:08:00
1591710,13,1970-01-19 10:08:30,1970-01-19 10:08:30
1591710,16,1970-01-19 10:08:30,1970-01-19 10:08:30
1591710,17,1970-01-19 10:08:30,1970-01-19 10:08:30
1591710,21,1970-01-19 10:08:30,1970-01-19 10:08:30
1591710,47,1970-01-19 10:08:30,1970-01-19 10:08:30
1591740,11,1970-01-19 10:09:00,1970-01-19 10:09:00
1591740,16,1970-01-19 10:09:00,1970-01-19 10:09:00
1591740,17,1970-01-19 10:09:00,1970-01-19 10:09:00
1591740,22,1970-01-19 10:09:00,1970-01-19 10:09:00
1591770,16,1970-01-19 10:09:30,1970-01-19 10:09:30
1591770,17,1970-01-19 10:09:30,1970-01-19 10:09:30
1591770,19,1970-01-19 10:09:30,1970-01-19 10:09:30
